,date,title,author,publisher,description
4735,1/29/2017,BELOW THE BELT, Stuart Woods,Putnam,The New York lawyer Stone Barrington faces danger when he finds himself in possession of a retired C.I.A. agent’s explosive memoir.
4736,1/29/2017,SMALL GREAT THINGS, Jodi Picoult,Ballantine,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer."
4737,1/29/2017,THE CHEMIST, Stephenie Meyer,"Little, Brown","A specialist in chemically controlled torture, on the run from her former employers, takes on one last job."
4738,1/29/2017,NO MAN'S LAND, David Baldacci,Grand Central,"John Puller, a special agent with the Army, searches for the truth about his mother, who disappeared 30 years ago."
4739,1/29/2017,THE GUESTS ON SOUTH BATTERY, Karen White,Berkley,Spirits invade the life of a Charleston realtor.
4740,1/29/2017,THE SLEEPWALKER, Chris Bohjalian,Doubleday,The daughters of a Vermont woman who disappeared from her home in the middle of the night try to understand what happened.
4741,1/29/2017,RING OF FIRE, Brad Taylor,Dutton,"Pike Logan, a member of a secret counterterrorist unit called the Taskforce, investigates a Saudi-backed Moroccan terrorist cell."
4742,1/29/2017,COMMONWEALTH, Ann Patchett,Harper,Five decades in the lives of two families remade by divorce.
4743,1/29/2017,A GENTLEMAN IN MOSCOW, Amor Towles,Viking,"A Russian count undergoes 30 years of house arrest in the Metropol hotel, across from the Kremlin."
4744,1/22/2017,THE MISTRESS, Danielle Steel,Delacorte,The beautiful mistress of a Russian oligarch falls in love with an artist and yearns for freedom.
4745,1/22/2017,TWO BY TWO, Nicholas Sparks,Grand Central,A man who became a single father when his marriage and business collapsed learns to take a chance on a new love.
4746,1/22/2017,BELOW THE BELT, Stuart Woods,Putnam,The New York lawyer Stone Barrington faces danger when he finds himself in possession of a retired C.I.A. agent’s explosive memoir.
4747,1/22/2017,THE WHISTLER, John Grisham,Doubleday,A whistleblower alerts a Florida investigator to judicial corruption involving the Mob and Indian casinos.
4748,1/22/2017,THE UNDERGROUND RAILROAD, Colson Whitehead,Doubleday,"A slave girl heads toward freedom on the network, envisioned as actual tracks and tunnels."
4749,1/22/2017,CROSS THE LINE, James Patterson,"Little, Brown","Detective Alex Cross and his wife, Bree, team up to catch a killer causing chaos in Washington, D.C."
4750,1/22/2017,NO MAN'S LAND, David Baldacci,Grand Central,"John Puller, a special agent with the Army, searches for the truth about his mother, who disappeared 30 years ago."
4751,1/22/2017,SMALL GREAT THINGS, Jodi Picoult,Ballantine,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer."
4752,1/22/2017,THE CHEMIST, Stephenie Meyer,"Little, Brown","A specialist in chemically controlled torture, on the run from her former employers, takes on one last job."
4753,1/22/2017,TOM CLANCY TRUE FAITH AND ALLEGIANCE, Mark Greaney,Putnam,"Jack Ryan Jr., working for a secret organization, seeks to prevent complicated terrorist strikes set in motion by a hacker. Clancy died in 2013."
4754,1/22/2017,ROGUE ONE: A STAR WARS STORY, Alexander Freed,Del Rey,"A novelization of the new movie, including additional scenes."
4755,1/22/2017,THE WRONG SIDE OF GOODBYE, Michael Connelly,"Little, Brown",The detective Harry Bosch aids a billionaire in search of a possible heir.
4756,1/22/2017,NIGHT SCHOOL, Lee Child,Delacorte,"Jack Reacher, still in the Army, becomes involved in an investigation with elite agents from the F.B.I. and C.I.A."
4757,1/22/2017,COMMONWEALTH, Ann Patchett,Harper,Five decades in the lives of two families remade by divorce.
4758,1/22/2017,A GENTLEMAN IN MOSCOW, Amor Towles,Viking,"A Russian count undergoes 30 years of house arrest in the Metropol hotel, across from the Kremlin."
4759,1/15/2017,TWO BY TWO, Nicholas Sparks,Grand Central,A man who became a single father when his marriage and business collapsed learns to take a chance on a new love.
4760,1/15/2017,THE WHISTLER, John Grisham,Doubleday,A whistleblower alerts a Florida investigator to judicial corruption involving the Mob and Indian casinos.
4761,1/15/2017,CROSS THE LINE, James Patterson,"Little, Brown","Detective Alex Cross and his wife, Bree, team up to catch a killer causing chaos in Washington, D.C."
4762,1/15/2017,THE UNDERGROUND RAILROAD, Colson Whitehead,Doubleday,"A slave girl heads toward freedom on the network, envisioned as actual tracks and tunnels."
4763,1/15/2017,NO MAN'S LAND, David Baldacci,Grand Central,"John Puller, a special agent with the Army, searches for the truth about his mother, who disappeared 30 years ago."
4764,1/15/2017,SMALL GREAT THINGS, Jodi Picoult,Ballantine,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer."
4765,1/15/2017,THE CHEMIST, Stephenie Meyer,"Little, Brown","A specialist in chemically controlled torture, on the run from her former employers, takes on one last job."
4766,1/15/2017,NIGHT SCHOOL, Lee Child,Delacorte,"Jack Reacher, still in the Army, becomes involved in an investigation with elite agents from the F.B.I. and C.I.A."
4767,1/15/2017,TOM CLANCY TRUE FAITH AND ALLEGIANCE, Mark Greaney,Putnam,"Jack Ryan Jr., working for a secret organization, seeks to prevent complicated terrorist strikes set in motion by a hacker. Clancy died in 2013."
4768,1/15/2017,THE WRONG SIDE OF GOODBYE, Michael Connelly,"Little, Brown",The detective Harry Bosch aids a billionaire in search of a possible heir.
4769,1/15/2017,ROGUE ONE: A STAR WARS STORY, Alexander Freed,Del Rey,"A novelization of the new movie, including additional scenes."
4770,1/15/2017,COMMONWEALTH, Ann Patchett,Harper,Five decades in the lives of two families remade by divorce.
4771,1/15/2017,THE WOMAN IN CABIN 10, Ruth Ware,Scout,"A travel writer on a cruise is certain she has heard a body thrown overboard, but no one believes her."
4772,1/15/2017,MOONGLOW, Michael Chabon,Harper/HarperCollins,"A novel that presents itself as a memoir of an elderly World War II veteran and his wife, a Holocaust survivor, who resemble Chabon’s maternal grandparents."
4773,1/8/2017,THE WHISTLER, John Grisham,Doubleday,A whistleblower alerts a Florida investigator to judicial corruption involving the Mob and Indian casinos.
4774,1/8/2017,TWO BY TWO, Nicholas Sparks,Grand Central,A man who became a single father when his marriage and business collapsed learns to take a chance on a new love.
4775,1/8/2017,CROSS THE LINE, James Patterson,"Little, Brown","Detective Alex Cross and his wife, Bree, team up to catch a killer causing chaos in Washington, D.C."
4776,1/8/2017,THE UNDERGROUND RAILROAD, Colson Whitehead,Doubleday,"A slave girl heads toward freedom on the network, envisioned as actual tracks and tunnels."
4777,1/8/2017,NO MAN'S LAND, David Baldacci,Grand Central,"John Puller, a special agent with the Army, searches for the truth about his mother, who disappeared 30 years ago."
4778,1/8/2017,SMALL GREAT THINGS, Jodi Picoult,Ballantine,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer."
4779,1/8/2017,TOM CLANCY TRUE FAITH AND ALLEGIANCE, Mark Greaney,Putnam,"Jack Ryan Jr., working for a secret organization, seeks to prevent complicated terrorist strikes set in motion by a hacker. Clancy died in 2013."
4780,1/8/2017,NIGHT SCHOOL, Lee Child,Delacorte,"Jack Reacher, still in the Army, becomes involved in an investigation with elite agents from the F.B.I. and C.I.A."
4781,1/8/2017,TURBO TWENTY-THREE, Janet Evanovich,Bantam,The bounty hunter Stephanie Plum juggles the investigation of a crime in an ice cream factory and the two men in her life.
4782,1/8/2017,ALL THE LIGHT WE CANNOT SEE, Anthony Doerr,Scribner,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.
4783,1/8/2017,MOONGLOW, Michael Chabon,Harper/HarperCollins,"A novel that presents itself as a memoir of an elderly World War II veteran and his wife, a Holocaust survivor, who resemble Chabon’s maternal grandparents."
4784,1/8/2017,THE CHEMIST, Stephenie Meyer,"Little, Brown","A specialist in chemically controlled torture, on the run from her former employers, takes on one last job."
4785,1/8/2017,THE WRONG SIDE OF GOODBYE, Michael Connelly,"Little, Brown",The detective Harry Bosch aids a billionaire in search of a possible heir.
4786,1/8/2017,COMMONWEALTH, Ann Patchett,Harper,Five decades in the lives of two families remade by divorce.
4787,1/8/2017,CATALYST, James Luceno,Del Rey,"This novel sets the stage for ""Rogue One: A Star Wars Story,"" to be released this month."
4788,1/1/2017,THE WHISTLER, John Grisham,Doubleday,A whistleblower alerts a Florida investigator to judicial corruption involving the Mob and Indian casinos.
4789,1/1/2017,CROSS THE LINE, James Patterson,"Little, Brown","Detective Alex Cross and his wife, Bree, team up to catch a killer causing chaos in Washington, D.C."
4790,1/1/2017,TWO BY TWO, Nicholas Sparks,Grand Central,A man who became a single father when his marriage and business collapsed learns to take a chance on a new love.
4791,1/1/2017,THE UNDERGROUND RAILROAD, Colson Whitehead,Doubleday,"A slave girl heads toward freedom on the network, envisioned as actual tracks and tunnels."
4792,1/1/2017,TOM CLANCY TRUE FAITH AND ALLEGIANCE, Mark Greaney,Putnam,"Jack Ryan Jr., working for a secret organization, seeks to prevent complicated terrorist strikes set in motion by a hacker. Clancy died in 2013."
4793,1/1/2017,NO MAN'S LAND, David Baldacci,Grand Central,"John Puller, a special agent with the Army, searches for the truth about his mother, who disappeared 30 years ago."
4794,1/1/2017,SMALL GREAT THINGS, Jodi Picoult,Ballantine,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer."
4795,1/1/2017,NIGHT SCHOOL, Lee Child,Delacorte,"Jack Reacher, still in the Army, becomes involved in an investigation with elite agents from the F.B.I. and C.I.A."
4796,1/1/2017,TURBO TWENTY-THREE, Janet Evanovich,Bantam,The bounty hunter Stephanie Plum juggles the investigation of a crime in an ice cream factory and the two men in her life.
4797,1/1/2017,ALL THE LIGHT WE CANNOT SEE, Anthony Doerr,Scribner,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.
4798,1/1/2017,THE WRONG SIDE OF GOODBYE, Michael Connelly,"Little, Brown",The detective Harry Bosch aids a billionaire in search of a possible heir.
4799,1/1/2017,THE SEVENTH PLAGUE, James Rollins,Morrow/HarperCollins,The 12th Sigma Force thriller follows a deadly pathogen in Egypt and a Russian assassin in the Arctic.
4800,1/1/2017,MOONGLOW, Michael Chabon,Harper/HarperCollins,"A novel that presents itself as a memoir of an elderly World War II veteran and his wife, a Holocaust survivor, who resemble Chabon’s maternal grandparents."
4801,1/1/2017,THE CHEMIST, Stephenie Meyer,"Little, Brown","A specialist in chemically controlled torture, on the run from her former employers, takes on one last job."
4802,1/1/2017,COMMONWEALTH, Ann Patchett,Harper,"Five decades in the lives of two families — parents, children, siblings, stepchildren — remade by divorce."
4803,12/25/2016,THE WHISTLER, John Grisham,Doubleday,A whistleblower alerts a Florida investigator to judicial corruption involving the Mob and Indian casinos.
4804,12/25/2016,CROSS THE LINE, James Patterson,"Little, Brown","Detective Alex Cross and his wife, Bree, team up to catch a killer causing chaos in Washington, D.C."
4805,12/25/2016,TOM CLANCY TRUE FAITH AND ALLEGIANCE, Mark Greaney,Putnam,"Jack Ryan Sr. is still president, while Jack Jr., working for a secret organization, works to prevent complicated terrorist strikes set in motion by a hacker. Clancy died in 2013."
4806,12/25/2016,TWO BY TWO, Nicholas Sparks,Grand Central,A man who became a single father when his marriage and business collapsed learns to take a chance on a new love.
4807,12/25/2016,NO MAN'S LAND, David Baldacci,Grand Central,"John Puller, a special agent with the Army, searches for the truth about his mother, who disappeared 30 years ago."
4808,12/25/2016,THE UNDERGROUND RAILROAD, Colson Whitehead,Doubleday,"A slave girl heads toward freedom on the network, envisioned as actual tracks and tunnels."
4809,12/25/2016,NIGHT SCHOOL, Lee Child,Delacorte,"Jack Reacher, still in the Army, becomes involved in an investigation with elite agents from the F.B.I. and C.I.A."
4810,12/25/2016,TURBO TWENTY-THREE, Janet Evanovich,Bantam,The bounty hunter Stephanie Plum juggles the investigation of a crime in an ice cream factory and the two men in her life.
4811,12/25/2016,SMALL GREAT THINGS, Jodi Picoult,Ballantine,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer."
4812,12/25/2016,THE WRONG SIDE OF GOODBYE, Michael Connelly,"Little, Brown",The detective Harry Bosch aids a billionaire in search of a possible heir.
4813,12/25/2016,THE CHEMIST, Stephenie Meyer,"Little, Brown","A specialist in chemically controlled torture, on the run from her former employers, takes on one last job."
4814,12/25/2016,THE WHOLE TOWN'S TALKING, Fannie Flagg,Random House,"A century of life in small-town Elmwood Springs, Mo."
4815,12/25/2016,ALL THE LIGHT WE CANNOT SEE, Anthony Doerr,Scribner,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.
4816,12/25/2016,MOONGLOW, Michael Chabon,Harper/HarperCollins,"A novel that presents itself as a memoir of an elderly World War II veteran and his wife, a Holocaust survivor, who resemble Chabon’s maternal grandparents."
4817,12/25/2016,PRINCE LESTAT AND THE REALMS OF ATLANTIS, Anne Rice,Knopf,"In the 12th Vampire Chronicles novel, Lestat learns about an ancient sea power, a legendary empire and an unworldly force."
4818,12/18/2016,THE WHISTLER, John Grisham,Doubleday,A whistleblower alerts a Florida investigator to judicial corruption involving the Mob and Indian casinos.
4819,12/18/2016,CROSS THE LINE, James Patterson,"Little, Brown","Detective Alex Cross and his wife, Bree, team up to catch a killer causing chaos in Washington, D.C."
4820,12/18/2016,TWO BY TWO, Nicholas Sparks,Grand Central,A man who became a single father when his marriage and business collapsed learns to take a chance on a new love.
4821,12/18/2016,TURBO TWENTY-THREE, Janet Evanovich,Bantam,The bounty hunter Stephanie Plum juggles the investigation of a crime in an ice cream factory and the two men in her life.
4822,12/18/2016,NO MAN'S LAND, David Baldacci,Grand Central,"John Puller, a special agent with the Army, searches for the truth about his mother, who disappeared 30 years ago."
4823,12/18/2016,NIGHT SCHOOL, Lee Child,Delacorte,"Jack Reacher, still in the Army, becomes involved in an investigation with elite agents from the F.B.I. and C.I.A."
4824,12/18/2016,PRINCE LESTAT AND THE REALMS OF ATLANTIS, Anne Rice,Knopf,"In the 12th Vampire Chronicles novel, Lestat learns about an ancient sea power, a legendary empire and an unworldly force."
4825,12/18/2016,THE WRONG SIDE OF GOODBYE, Michael Connelly,"Little, Brown",The detective Harry Bosch aids a billionaire in search of a possible heir.
4826,12/18/2016,SMALL GREAT THINGS, Jodi Picoult,Ballantine,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer."
4827,12/18/2016,THE WHOLE TOWN'S TALKING, Fannie Flagg,Random House,"A century of life in small-town Elmwood Springs, Mo."
4828,12/18/2016,ODESSA SEA, Clive Cussler and Dirk Cussler,Putnam,"Trying to locate an Ottoman shipwreck in the Black Sea, the NUMA director Dirk Pitt encounters more than he expected."
4829,12/18/2016,THE UNDERGROUND RAILROAD, Colson Whitehead,Doubleday,"A slave girl heads toward freedom on the network, envisioned as actual tracks and tunnels."
4830,12/18/2016,MOONGLOW, Michael Chabon,Harper/HarperCollins,"A novel that presents itself as a memoir of an elderly World War II veteran and his wife, a Holocaust survivor, who resemble Chabon’s maternal grandparents."
4831,12/18/2016,CHAOS, Patricia Cornwell,Morrow,"In the 24th novel in this series, the forensic pathologist Kay Scarpetta investigates a death that seems to have been (but was not) caused by lightning. Is her old nemesis Carrie Grethen involved?"
4832,12/11/2016,CROSS THE LINE, James Patterson,"Little, Brown","Detective Alex Cross and his wife, Bree, team up to catch a killer causing chaos in Washington, D.C."
4833,12/11/2016,THE WHISTLER, John Grisham,Doubleday,A whistleblower alerts a Florida investigator to judicial corruption involving the Mob and Indian casinos.
4834,12/11/2016,TURBO TWENTY-THREE, Janet Evanovich,Bantam,The bounty hunter Stephanie Plum juggles the investigation of a crime in an ice cream factory and the two men in her life.
4835,12/11/2016,TWO BY TWO, Nicholas Sparks,Grand Central,A man who became a single father when his marriage and business collapsed learns to take a chance on a new love.
4836,12/11/2016,NO MAN'S LAND, David Baldacci,Grand Central,"John Puller, a special agent with the Army, searches for the truth about his mother, who disappeared 30 years ago."
4837,12/11/2016,NIGHT SCHOOL, Lee Child,Delacorte,"Jack Reacher, still in the Army, becomes involved in an investigation with elite agents from the F.B.I. and C.I.A."
4838,12/11/2016,SMALL GREAT THINGS, Jodi Picoult,Ballantine,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer."
4839,12/11/2016,THE WRONG SIDE OF GOODBYE, Michael Connelly,"Little, Brown",The detective Harry Bosch aids a billionaire in search of a possible heir.
4840,12/11/2016,THE CHEMIST, Stephenie Meyer,"Little, Brown","A specialist in chemically controlled torture, on the run from her former employers, takes on one last job."
4841,12/11/2016,MOONGLOW, Michael Chabon,Harper/HarperCollins,"A novel that presents itself as a memoir of an elderly World War II veteran and his wife, a Holocaust survivor, who resemble Chabon’s maternal grandparents."
4842,12/11/2016,CHAOS, Patricia Cornwell,Morrow,"In the 24th novel in this series, the forensic pathologist Kay Scarpetta investigates a death that seems to have been (but was not) caused by lightning. Is her old nemesis Carrie Grethen involved?"
4843,12/11/2016,THE UNDERGROUND RAILROAD, Colson Whitehead,Doubleday,"A slave girl heads toward freedom on the network, envisioned as actual tracks and tunnels."
4844,12/11/2016,SWING TIME, Zadie Smith,Penguin Press,"The British novelist explores friendship, race, music and global politics."
4845,12/11/2016,THE SLEEPING BEAUTY KILLER, Mary Higgins Clark and Alafair Burke,Simon &amp; Schuster,"A woman just released from prison begs Laurie Morgan, the producer of the TV show “Under Suspicion,” to help clear her name."
4846,12/4/2016,TURBO TWENTY-THREE, Janet Evanovich,Bantam,The bounty hunter Stephanie Plum juggles the investigation of a crime in an ice cream factory and the two men in her life.
4847,12/4/2016,NO MAN'S LAND, David Baldacci,Grand Central,"John Puller, a special agent with the Army, searches for the truth about his mother, who disappeared 30 years ago."
4848,12/4/2016,THE WHISTLER, John Grisham,Doubleday,A whistleblower alerts a Florida investigator to judicial corruption involving the Mob and Indian casinos.
4849,12/4/2016,NIGHT SCHOOL, Lee Child,Delacorte,"Jack Reacher, still in the Army, becomes involved in an investigation with elite agents from the F.B.I. and C.I.A."
4850,12/4/2016,ODESSA SEA, Clive Cussler and Dirk Cussler,Putnam,"Trying to locate an Ottoman shipwreck in the Black Sea, the NUMA director Dirk Pitt encounters more than he expected."
4851,12/4/2016,TWO BY TWO, Nicholas Sparks,Grand Central,A man who became a single father when his marriage and business collapsed learns to take a chance on a new love.
4852,12/4/2016,CHAOS, Patricia Cornwell,Morrow,"In the 24th novel in this series, the forensic pathologist Kay Scarpetta investigates a death that seems to have been (but was not) caused by lightning. Is her old nemesis Carrie Grethen involved?"
4853,12/4/2016,THE MISTLETOE SECRET, Richard Paul Evans,Simon &amp; Schuster,"A man struggling with the aftermath of a divorce sets out to find the anonymous writer of a blog about loneliness, and discovers more than he expected."
4854,12/4/2016,THE WRONG SIDE OF GOODBYE, Michael Connelly,"Little, Brown","The detective Harry Bosch helps a small police department track a serial rapist, while as a P.I. he aids a billionaire in search of a possible heir."
4855,12/4/2016,CATALYST, James Luceno,Del Rey,"This novel sets the stage for ""Rogue One: A Star Wars Story,"" to be released this month."
4856,12/4/2016,THE SLEEPING BEAUTY KILLER, Mary Higgins Clark and Alafair Burke,Simon &amp; Schuster,"A woman just released from prison begs Laurie Morgan, the producer of the TV show “Under Suspicion,” to help clear her name."
4857,12/4/2016,THE CHEMIST, Stephenie Meyer,"Little, Brown","A specialist in chemically controlled torture, on the run from her former employers, takes on one last job — pursuing a man with whom she joins forces. By the author of the Twilight series."
4858,12/4/2016,SMALL GREAT THINGS, Jodi Picoult,Ballantine,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer."
4859,12/4/2016,SWING TIME, Zadie Smith,Penguin Press,"The British novelist explores friendship, race, music and global politics."
4860,12/4/2016,THE UNDERGROUND RAILROAD, Colson Whitehead,Doubleday,"A slave girl heads toward freedom on the network, envisioned as actual tracks and tunnels."
4861,11/27/2016,NIGHT SCHOOL, Lee Child,Delacorte,"Jack Reacher, still in the Army, becomes involved in an investigation with elite agents from the F.B.I. and C.I.A."
4862,11/27/2016,THE WHISTLER, John Grisham,Doubleday,A whistleblower alerts a Florida investigator to judicial corruption involving the Mob and Indian casinos.
4863,11/27/2016,THE WRONG SIDE OF GOODBYE, Michael Connelly,"Little, Brown","he detective Harry Bosch helps a small police department track a serial rapist, while as a P.I. he aids a billionaire in search of a possible heir."
4864,11/27/2016,TWO BY TWO, Nicholas Sparks,Grand Central,A man who became a single father when his marriage and business collapsed learns to take a chance on a new love.
4865,11/27/2016,THE CHEMIST, Stephenie Meyer,"Little, Brown","A specialist in chemically controlled torture, on the run from her former employers, takes on one last job — pursuing a man with whom she joins forces. By the author of the Twilight series."
4866,11/27/2016,SMALL GREAT THINGS, Jodi Picoult,Ballantine,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer."
4867,11/27/2016,THIS WAS A MAN, Jeffrey Archer,St. Martin's,The final installment of the Clifton Chronicles.
4868,11/27/2016,VINCE FLYNN: ORDER TO KILL, Kyle Mills,Emily Bestler/Atria,"Flynn’s character, the C.I.A. operative Mitch Rapp, uncovers a dangerous Russian plot. Flynn died in 2013."
4869,11/27/2016,ESCAPE CLAUSE, John Sandford,Putnam,Virgil Flowers of the Minnesota Bureau of Criminal Apprehension must deal with the theft of tigers from the local zoo.
4870,11/27/2016,THE WOMAN IN CABIN 10, Ruth Ware,Scout,"A travel writer on a cruise is certain she has heard a body thrown overboard, but no one believes her."
4871,11/27/2016,ALL THE LIGHT WE CANNOT SEE, Anthony Doerr,Scribner,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.
4872,11/27/2016,COMMONWEALTH, Ann Patchett,Harper,"Five decades in the lives of two families — parents, children, siblings, stepchildren — remade by divorce."
4873,11/27/2016,AT THE SIGN OF TRIUMPH, David Weber,Tor,In this volume of the Safehold science fiction series. the island realm of Charis prepares for a final battle against the monstrous Church of God Awaiting.
4874,11/27/2016,A BAXTER FAMILY CHRISTMAS, Karen Kingsbury,Howard,A story of love and redemption featuring the Baxter family.
4875,11/20/2016,THE WHISTLER, John Grisham,Doubleday,A whistleblower alerts a Florida investigator to judicial corruption involving the Mob and Indian casinos.
4876,11/20/2016,THE WRONG SIDE OF GOODBYE, Michael Connelly,"Little, Brown","he detective Harry Bosch helps a small police department track a serial rapist, while as a P.I. he aids a billionaire in search of a possible heir."
4877,11/20/2016,TWO BY TWO, Nicholas Sparks,Grand Central,A man who became a single father when his marriage and business collapsed learns to take a chance on a new love.
4878,11/20/2016,THE AWARD, Danielle Steel,Delacorte,A Frenchwoman who worked with the Resistance but was accused of collaboration finally has her name cleared.
4879,11/20/2016,SMALL GREAT THINGS, Jodi Picoult,Ballantine,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer."
4880,11/20/2016,VINCE FLYNN: ORDER TO KILL, Kyle Mills,Emily Bestler/Atria,"Flynn’s character, the C.I.A. operative Mitch Rapp, uncovers a dangerous Russian plot. Flynn died in 2013."
4881,11/20/2016,ESCAPE CLAUSE, John Sandford,Putnam,Virgil Flowers of the Minnesota Bureau of Criminal Apprehension must deal with the theft of tigers from the local zoo.
4882,11/20/2016,THE WOMAN IN CABIN 10, Ruth Ware,Scout,"A travel writer on a cruise is certain she has heard a body thrown overboard, but no one believes her."
4883,11/20/2016,ALL THE LIGHT WE CANNOT SEE, Anthony Doerr,Scribner,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.
4884,11/20/2016,COMMONWEALTH, Ann Patchett,Harper,"Five decades in the lives of two families — parents, children, siblings, stepchildren — remade by divorce."
4885,11/20/2016,A BAXTER FAMILY CHRISTMAS, Karen Kingsbury,Howard Books,A story of love and redemption featuring the Baxter family.
4886,11/20/2016,"SEX, LIES  AND SERIOUS MONEY", Stuart Woods,Putnam,The New York lawyer Stone Barrington’s client won a fortune and now needs protection from scheming bad guys.
4887,11/20/2016,A GENTLEMAN IN MOSCOW, Amor Towles,Viking,"A Russian count undergoes 30 years of house arrest in the Metropol hotel, across from the Kremlin."
4888,11/20/2016,THE OBSIDIAN CHAMBER, Douglas Preston and Lincoln Child,Grand Central,"While the F.B.I. agent Aloysius Pendergast is believed dead, his ward is kidnapped."
4889,11/13/2016,THE WHISTLER, John Grisham,Doubleday,A whistleblower alerts a Florida investigator to judicial corruption involving the Mob and Indian casinos.
4890,11/13/2016,TWO BY TWO, Nicholas Sparks,Grand Central,A man who became a single father when his marriage and business collapsed learns to take a chance on a new love.
4891,11/13/2016,SMALL GREAT THINGS, Jodi Picoult,Ballantine,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer."
4892,11/13/2016,ESCAPE CLAUSE, John Sandford,Putnam,Virgil Flowers of the Minnesota Bureau of Criminal Apprehension must deal with the theft of tigers from the local zoo.
4893,11/13/2016,VINCE FLYNN: ORDER TO KILL, Kyle Mills,Emily Bestler/Atria,"Flynn’s character, the C.I.A. operative Mitch Rapp, uncovers a dangerous Russian plot. Flynn died in 2013."
4894,11/13/2016,A BAXTER FAMILY CHRISTMAS, Karen Kingsbury,Howard Books,A story of love and redemption featuring the Baxter family.
4895,11/13/2016,"SEX, LIES  AND SERIOUS MONEY", Stuart Woods,Putnam,"The New York lawyer Stone Barrington’s client needs help spending the fortune he won in the lottery, as well as protection from scheming bad guys."
4896,11/13/2016,THE BLOOD MIRROR, Brent Weeks,Orbit,The fourth book in the fantasy Lightbringer series.
4897,11/13/2016,THE OBSIDIAN CHAMBER, Douglas Preston and Lincoln Child,Grand Central,"While the F.B.I. agent Aloysius Pendergast is believed dead, his ward is kidnapped."
4898,11/13/2016,COMMONWEALTH, Ann Patchett,Harper,"Five decades in the lives of two families — parents, children, siblings, stepchildren — remade by divorce."
4899,11/13/2016,HOME, Harlan Coben,Dutton,Myron Bolitar and his friend Win locate a boy who was kidnapped 10 years earlier; the 11th Myron Bolitar novel.
4900,11/13/2016,THE UNDERGROUND RAILROAD, Colson Whitehead,Doubleday,"A slave girl heads toward freedom on the network, envisioned as actual tracks and tunnels."
4901,11/13/2016,THE TRESPASSER, Tana French,Viking,"In the sixth Dublin Murder Squad novel, Detective Antoinette Conway confronts a case that is more complicated than it appears."
4902,11/13/2016,THE MOTHERS, Brit Bennett,Riverhead,Three young people come of age in a black community in Southern California.
4903,11/6/2016,ESCAPE CLAUSE, John Sandford,Putnam,Virgil Flowers of the Minnesota Bureau of Criminal Apprehension must deal with the theft of tigers from the local zoo.
4904,11/6/2016,TWO BY TWO, Nicholas Sparks,Grand Central,A man who became a single father when his marriage and business collapsed learns to take a chance on a new love.
4905,11/6/2016,SMALL GREAT THINGS, Jodi Picoult,Ballantine,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer."
4906,11/6/2016,THE OBSIDIAN CHAMBER, Douglas Preston and Lincoln Child,Grand Central,"While the F.B.I. agent Aloysius Pendergast is believed dead, his ward is kidnapped."
4907,11/6/2016,VINCE FLYNN: ORDER TO KILL, Kyle Mills,Emily Bestler/Atria,"Flynn’s character, the C.I.A. operative Mitch Rapp, uncovers a dangerous Russian plot. Flynn died in 2013."
4908,11/6/2016,THE SECRET HISTORY OF TWIN PEAKS, Mark Frost,Flatiron,"An amplification of the world of the 1990-91 TV series “Twin Peaks” by the show’s co-creator, in preparation for new episodes to be aired on Showtime in 2017."
4909,11/6/2016,COMMONWEALTH, Ann Patchett,Harper,"Five decades in the lives of two families — parents, children, siblings, stepchildren — remade by divorce."
4910,11/6/2016,THE WOMAN IN CABIN 10, Ruth Ware,Scout,"A travel writer on a cruise is certain she has heard a body thrown overboard, but no one believes her."
4911,11/6/2016,HOME, Harlan Coben,Dutton,Myron Bolitar and his friend Win locate a boy who was kidnapped 10 years earlier; the 11th Myron Bolitar novel.
4912,11/6/2016,TODAY WILL BE DIFFERENT, Maria Semple,"Little, Brown","A calamitous day in the life of a cynical Seattle transplant from the author of “Where’d You Go, Bernadette.”"
4913,11/6/2016,THE TRESPASSER, Tana French,Viking,"In the sixth Dublin Murder Squad novel, Detective Antoinette Conway confronts a case that is more complicated than it appears."
4914,11/6/2016,THE UNDERGROUND RAILROAD, Colson Whitehead,Doubleday,"A slave girl heads toward freedom on the network, envisioned as actual tracks and tunnels."
4915,11/6/2016,WOMAN OF GOD, James Patterson and Maxine Paetro,"Little, Brown","The story of a (woman) doctor who, after a life of service and suffering, becomes a Catholic priest."
